R000579|E0054|training_fee|2128.28|||||投资银行部岗位能力提升培训费|2025-10-23
R000580|E0026|office_supplies|385.09|||||项目底稿归档用品费|2025-07-01
R000581|E0027|business_entertainment|649.07|||4||清源投后沟通招待费|2025-01-24
R000582|E0040|travel_lodging|1593.45|2|||A|启明现场验收住宿费|2025-07-25
R000583|E0050|travel_lodging|685.97|1|||A|监管沟通事项赴上海住宿费|2025-05-01
R000584|E0020|training_fee|2666.32|||||业务规范运营规范课程费|2025-04-04
R000585|E0024|training_fee|2147.56|||||启明专项知识培训费|2025-10-15
R000586|E0028|communication|196.37|||||财务管理部日常工作通讯费|2025-06-03
R000587|E0061|local_transport|81.6||1||B|客户访谈期间市内交通包干|2025-12-05
R000588|E0078|training_fee|3017.09|||||运营管理部专业技能培训费|2025-12-17
R000589|E0055|local_transport|102.84||1||A|北辰现场巡检交通费|2025-01-03
R000590|E0068|business_entertainment|372.6|||2||运营管理部合作伙伴会谈招待费|2025-12-21
R000591|E0076|travel_lodging|795.08|2|||A|客户服务事项赴上海出差住宿费|2025-03-29
R000592|E0031|business_entertainment|468.02|||2||客户回访业务招待费|2025-06-20
R000593|E0036|travel_lodging|667.93|2|||A|人力资源部跨部门协同赴上海住宿费|2025-07-03
R000594|E0080|office_supplies|283.84|||||部门月度办公耗材费|2025-05-07
R000595|E0061|business_entertainment|782.36|||5||清源资料确认工作餐费|2025-10-26
R000596|E0019|business_entertainment|1270.52|||5||清源需求沟通招待费|2025-08-19
R000597|E0055|travel_lodging|485.11|1|||B|澄江专项访谈住宿费|2025-11-12
R000598|E0024|business_entertainment|721.12|||3||重点客户维护业务招待费|2025-11-05
R000599|E0075|communication|165.97|||||监管沟通事项通讯费|2025-05-16
R000600|E0063|local_transport|146.49||2||C|参加合肥业务会议市内交通费|2025-08-03
R000601|E0078|training_fee|1843.57|||||新制度宣贯数据治理培训费|2025-12-17
R000602|E0025|business_entertainment|462.41|||2||星河项目洽谈招待费|2025-11-23
R000603|E0065|local_transport|198.15||3||A|运营管理部例行外勤交通费|2025-12-24
R000604|E0023|communication|111.77|||||清源进度跟踪通讯费|2025-11-01
R000605|E0035|office_supplies|320.24|||||机构业务部硒鼓和纸张费用|2025-07-22
R000606|E0056|office_supplies|160.37|||||清源会议材料打印用品费|2025-11-11
R000607|E0061|local_transport|116.99||1||A|上海材料补充交通费|2025-02-04
R000608|E0057|travel_lodging|541.61|2|||B|杭州客户沟通行程住宿费|2025-04-24
R000609|E0034|local_transport|104.01||2||B|杭州客户服务交通费|2025-09-20
R000610|E0074|local_transport|152.81||2||A|投资银行部外勤走访市内交通费|2025-04-05
R000611|E0020|office_supplies|485.34|||||业务会议用品费|2025-10-29
R000612|E0034|business_entertainment|482.94|||3||青竹需求沟通招待费|2025-09-12
R000613|E0015|training_fee|1838.86|||||研究所岗位能力提升培训费|2025-10-30
R000614|E0017|communication|175.38|||||启明进度跟踪通讯费|2025-02-28
R000615|E0072|business_entertainment|1140.58|||5||启明合作事项接待费|2025-12-26
R000616|E0076|office_supplies|239.15|||||运营管理部办公笔记本采购费|2025-03-25
R000617|E0080|business_entertainment|457.32|||2||启明投后沟通招待费|2025-12-28
R000618|E0061|communication|141.68|||||分支机构协调通讯费|2025-11-17
R000619|E0042|communication|229.22|||||启明资料确认通讯费|2025-08-03
R000620|E0045|travel_lodging|264.58|1|||A|上海分支机构培训支持住宿费|2025-11-19
R000621|E0070|travel_lodging|582.84|2|||A|青竹专项访谈住宿费|2025-09-02
R000622|E0066|office_supplies|355.67|||||部门月度办公耗材费|2025-04-05
R000623|E0018|business_entertainment|903.9|||6||客户回访业务招待费|2025-02-23
R000624|E0016|business_entertainment|517.61|||2||分支机构客户交流招待费|2025-05-23
R000625|E0067|training_fee|2510.23|||||杭州客户服务外部培训费|2025-10-31
R000626|E0052|local_transport|62.56||1||B|财富管理部外勤走访市内交通费|2025-04-17
R000627|E0019|office_supplies|199.8|||||客户材料制作用品费|2025-01-06
R000628|E0054|travel_lodging|201.05|1|||C|投资银行部星河现场核查住宿费|2025-06-25
R000629|E0059|training_fee|1804.48|||||星河实施前培训费|2025-04-14
R000630|E0024|travel_lodging|1681.62|4|||A|上海云帆路演支持住宿费|2025-09-12
R000631|E0054|office_supplies|384.06|||||项目交付资料用品费|2025-08-12
R000632|E0015|communication|175.3|||||青竹跨部门协作通讯费|2025-04-12
R000633|E0018|training_fee|1605.3|||||杭州信息安全外部培训费|2025-10-23
R000634|E0036|travel_lodging|169.07|1|||C|合肥分支机构培训支持住宿费|2025-03-18
R000635|E0036|training_fee|2363.36|||||新制度宣贯投行业务培训费|2025-04-02
R000636|E0077|office_supplies|360.05|||||日常办公耗材报销|2025-02-06
R000637|E0053|training_fee|2606.32|||||业务规范运营规范课程费|2025-12-09
R000638|E0063|communication|196.87|||||分支机构协调通讯费|2025-06-22
R000639|E0019|training_fee|2187.6|||||云帆专项知识培训费|2025-10-04
R000640|E0080|communication|244.73|||||客户回访电话费用|2025-01-01
R000641|E0049|communication|179.26|||||星河项目沟通通讯费|2025-02-08
R000642|E0014|local_transport|70.98||1||A|客户访谈期间市内交通包干|2025-03-14
R000643|E0016|local_transport|71.81||1||B|合同签署事项市内交通费|2025-02-23
R000644|E0020|business_entertainment|458.37|||2||青竹合作事项接待费|2025-03-19
R000645|E0080|travel_lodging|249.96|1|||A|财务管理部例行检查赴上海住宿费|2025-11-27
R000646|E0058|local_transport|78.42||1||A|客户访谈期间市内交通包干|2025-09-10
R000647|E0070|business_entertainment|921.96|||4||合肥项目路演接待费|2025-08-18
R000648|E0060|travel_lodging|334.0|1|||A|远航现场验收住宿费|2025-09-30
R000649|E0076|office_supplies|211.72|||||客户材料制作用品费|2025-11-26
R000650|E0070|local_transport|65.97||1||A|合同签署事项市内交通费|2025-02-24
R000651|E0044|travel_lodging|888.48|2|||B|运营管理部远航现场核查住宿费|2025-10-29
R000652|E0028|office_supplies|272.59|||||文件归档装订耗材费|2025-10-06
R000653|E0017|training_fee|1567.74|||||参加项目管理专题培训费|2025-10-13
R000654|E0027|office_supplies|452.8|||||信息技术部培训材料用品费|2025-12-10
R000655|E0034|communication|244.46|||||青竹资料确认通讯费|2025-05-26
R000656|E0022|travel_lodging|1179.8|2|||B|分支机构走访赴杭州住宿费|2025-10-27
R000657|E0015|training_fee|2223.92|||||研究所运营规范学习费用|2025-11-20
R000658|E0057|communication|204.42|||||监管沟通事项通讯费|2025-06-07
R000659|E0071|local_transport|155.02||2||C|合肥北辰项目市内交通费|2025-11-24
R000660|E0021|communication|282.82|||||北辰资料确认通讯费|2025-10-20
R000661|E0023|travel_lodging|371.33|1|||B|杭州分支机构培训支持住宿费|2025-03-16
R000662|E0075|local_transport|169.11||2||B|信息技术部例行外勤交通费|2025-12-15
R000663|E0039|training_fee|2277.39|||||云帆相关专业能力培训费|2025-08-20
R000664|E0056|travel_lodging|1323.01|2|||B|清源现场审阅底稿住宿费|2025-01-24
R000665|E0078|office_supplies|204.92|||||运营管理部办公用品采购报销|2025-12-06
R000666|E0069|travel_lodging|669.07|2|||B|赴杭州开展系统上线支持住宿费|2025-09-05
R000667|E0021|travel_lodging|203.37|1|||C|固定收益部例行检查赴合肥住宿费|2025-04-29
R000668|E0080|travel_lodging|537.9|2|||A|云帆现场验收住宿费|2025-12-03
R000669|E0068|business_entertainment|376.54|||2||上海项目路演接待费|2025-05-27
R000670|E0060|local_transport|265.63||3||A|分支机构培训支持交通费|2025-03-10
R000671|E0056|travel_lodging|568.87|1|||C|青竹现场验收住宿费|2025-06-01
R000672|E0064|local_transport|85.42||1||B|杭州清源项目市内交通费|2025-10-17
R000673|E0038|local_transport|42.4||1||C|研究所外勤走访市内交通费|2025-06-22
R000674|E0041|travel_lodging|530.6|2|||C|清源材料访谈期间住宿费|2025-12-16
R000675|E0040|business_entertainment|460.39|||2||杭州渠道沟通工作餐费|2025-11-28
R000676|E0064|business_entertainment|949.78|||6||研究所业务交流招待费|2025-09-14
R000677|E0072|training_fee|2492.68|||||合规要求数据治理学习费|2025-07-11
R000678|E0068|travel_lodging|841.42|2|||A|运营管理部例行检查赴上海住宿费|2025-01-13
R000679|E0015|travel_lodging|260.4|1|||C|赴合肥开展系统上线支持住宿费|2025-08-01
R000680|E0054|business_entertainment|733.8|||4||投资银行部业务交流招待费|2025-01-18
R000681|E0025|local_transport|103.48||1||A|上海青竹项目市内交通费|2025-08-08
R000682|E0040|office_supplies|289.27|||||业务会议用品费|2025-08-05
R000683|E0040|travel_lodging|555.09|1|||A|北辰客户拜访行程住宿费|2025-04-24
R000684|E0046|local_transport|107.0||1||A|业务协同会议市内交通费|2025-04-16
R000685|E0043|local_transport|115.1||1||A|上海客户服务交通费|2025-12-11
R000686|E0073|travel_lodging|336.52|1|||A|星河客户拜访行程住宿费|2025-04-20
R000687|E0055|business_entertainment|281.31|||2||云帆需求沟通招待费|2025-12-08
R000688|E0070|business_entertainment|671.14|||3||上海业务拜访工作餐费|2025-09-01
R000689|E0027|travel_lodging|1576.34|2|||A|云帆现场验收住宿费|2025-01-28
R000690|E0049|local_transport|151.94||3||C|运营管理部例行外勤交通费|2025-10-18
R000691|E0062|travel_lodging|588.45|2|||A|赴上海参加业务协调会住宿费|2025-04-05
R000692|E0058|local_transport|89.16||1||B|杭州客户服务交通费|2025-03-25
R000693|E0050|office_supplies|286.36|||||部门共用办公用品费|2025-07-20
R000694|E0056|office_supplies|239.74|||||机构业务部硒鼓和纸张费用|2025-12-03
R000695|E0038|communication|134.05|||||杭州现场支持通讯费|2025-10-03
R000696|E0055|travel_lodging|1331.89|3|||B|赴杭州参加清源专项会议住宿费|2025-07-18
R000697|E0072|travel_lodging|479.09|1|||A|赴上海参加业务协调会住宿费|2025-11-22
R000698|E0027|communication|154.58|||||上海现场支持通讯费|2025-12-05
R000699|E0069|communication|199.77|||||杭州现场支持通讯费|2025-09-10
R000700|E0036|local_transport|85.87||1||B|清源资料递送交通费|2025-09-23
R000701|E0018|business_entertainment|829.44|||6||机构业务部合作伙伴会谈招待费|2025-02-17
R000702|E0043|office_supplies|434.51|||||机构业务部办公笔记本采购费|2025-07-08
R000703|E0031|travel_lodging|654.94|2|||C|运营管理部跨部门协同赴合肥住宿费|2025-11-22
R000704|E0063|local_transport|134.44||2||A|启明现场巡检交通费|2025-09-29
R000705|E0074|travel_lodging|558.83|2|||C|青竹项目在合肥开展尽调期间住宿费|2025-12-29
R000706|E0036|office_supplies|412.01|||||业务会议用品费|2025-03-27
R000707|E0067|communication|262.81|||||投资银行部业务联系通讯费|2025-04-21
R000708|E0060|local_transport|77.76||1||A|客户访谈期间市内交通包干|2025-11-06
R000709|E0063|business_entertainment|790.98|||3||机构客户会议工作餐费|2025-01-24
R000710|E0061|travel_lodging|252.49|1|||C|合规风控部跨部门协同赴合肥住宿费|2025-04-28
R000711|E0014|local_transport|112.97||2||C|合肥客户服务交通费|2025-06-18
R000712|E0066|training_fee|3210.63|||||运营规范信息安全课程费|2025-01-20
R000713|E0062|office_supplies|381.89|||||文件归档装订耗材费|2025-06-14
R000714|E0040|communication|110.75|||||分支机构协调通讯费|2025-08-06
R000715|E0071|training_fee|1716.68|||||投行业务认证课程费|2025-12-26
R000716|E0062|training_fee|2403.49|||||风险识别数据治理课程费|2025-08-16
R000717|E0057|communication|185.12|||||合肥外勤期间通讯费|2025-02-22
R000718|E0068|communication|160.44|||||远航远程会议通讯费|2025-11-27
R000719|E0031|training_fee|1689.46|||||清源项目管理培训费|2025-12-13
R000720|E0030|training_fee|2242.51|||||青竹项目管理培训费|2025-03-27
R000721|E0074|office_supplies|218.85|||||投资银行部办公笔记本采购费|2025-10-22
R000722|E0037|business_entertainment|835.72|||6||云帆资料确认工作餐费|2025-02-03
R000723|E0025|training_fee|1514.05|||||参加合规实务专题培训费|2025-02-24
R000724|E0076|local_transport|74.38||1||B|业务协同会议市内交通费|2025-10-09
R000725|E0059|office_supplies|151.71|||||启明展示材料耗材费|2025-07-11
R000726|E0048|communication|133.71|||||机构业务部客户维护通讯费|2025-02-24
R000727|E0063|business_entertainment|1203.58|||6||分支机构客户交流招待费|2025-04-03
R000728|E0072|travel_lodging|708.0|2|||B|赴杭州参加业务协调会住宿费|2025-03-16
R000729|E0079|business_entertainment|420.3|||2||澄江项目洽谈招待费|2025-06-19
R000730|E0036|communication|147.52|||||人力资源部日常工作通讯费|2025-10-08
R000731|E0023|travel_lodging|579.15|1|||A|赴上海参加业务协调会住宿费|2025-03-15
R000732|E0050|business_entertainment|837.56|||5||星河合同沟通招待费|2025-05-05
R000733|E0022|travel_lodging|587.38|1|||B|北辰投后跟踪现场住宿费|2025-04-07
R000734|E0074|travel_lodging|216.56|1|||B|星河材料访谈期间住宿费|2025-11-24
R000735|E0033|travel_lodging|970.87|3|||B|北辰现场验收住宿费|2025-06-16
R000736|E0076|travel_lodging|381.28|1|||A|运营管理部启明现场核查住宿费|2025-12-15
R000737|E0020|local_transport|65.43||1||B|分支机构沟通事项市内交通费|2025-09-15
R000738|E0047|office_supplies|240.35|||||财务管理部办公笔记本采购费|2025-06-02
R000739|E0015|training_fee|2930.22|||||澄江项目管理培训费|2025-11-10
R000740|E0017|business_entertainment|559.73|||4||财富管理部合作机构接待费|2025-02-14
R000741|E0022|travel_lodging|543.98|1|||C|信息技术部远航现场核查住宿费|2025-01-15
R000742|E0019|office_supplies|198.67|||||项目交付资料用品费|2025-05-06
R000743|E0047|communication|270.24|||||财务管理部客户维护通讯费|2025-06-07
R000744|E0053|communication|240.36|||||星河远程会议通讯费|2025-06-25
R000745|E0079|communication|162.76|||||启明进度跟踪通讯费|2025-02-12
R000746|E0076|office_supplies|418.67|||||运营管理部档案整理耗材费|2025-08-19
R000747|E0053|local_transport|283.68||3||B|合同签署事项市内交通费|2025-04-14
R000748|E0027|office_supplies|186.49|||||项目交付资料用品费|2025-03-07
R000749|E0016|travel_lodging|474.85|1|||A|赴上海参加星河专项会议住宿费|2025-05-01
R000750|E0052|office_supplies|361.99|||||项目底稿归档用品费|2025-08-23
R000751|E0070|travel_lodging|514.38|2|||B|杭州分支机构培训支持住宿费|2025-04-06
R000752|E0055|business_entertainment|795.63|||4||杭州渠道沟通工作餐费|2025-08-11
R000753|E0073|training_fee|3043.48|||||客户服务信息安全培训费|2025-11-11
R000754|E0079|communication|235.45|||||青竹资料确认通讯费|2025-07-03
R000755|E0043|training_fee|2647.19|||||云帆实施前培训费|2025-08-06
R000756|E0066|travel_lodging|833.55|2|||B|财富管理部跨部门协同赴杭州住宿费|2025-09-10
R000757|E0053|office_supplies|257.45|||||人力资源部办公用品采购报销|2025-04-30
R000758|E0075|travel_lodging|729.53|2|||C|监管沟通事项赴合肥住宿费|2025-10-27
R000759|E0038|business_entertainment|509.46|||2||研究所合作伙伴会谈招待费|2025-01-04
R000760|E0028|office_supplies|225.97|||||财务管理部硒鼓和纸张费用|2025-05-08
R000761|E0066|training_fee|2329.34|||||财富管理部岗位能力提升培训费|2025-11-09
R000762|E0076|communication|184.32|||||监管沟通事项通讯费|2025-04-18
R000763|E0025|business_entertainment|731.96|||4||杭州渠道沟通工作餐费|2025-07-30
R000764|E0057|office_supplies|187.98|||||项目底稿归档用品费|2025-12-22
R000765|E0015|business_entertainment|708.37|||4||远航资料确认工作餐费|2025-11-20
R000766|E0074|travel_lodging|259.95|1|||C|青竹专项访谈住宿费|2025-03-20
R000767|E0079|travel_lodging|764.89|2|||A|北辰专项访谈住宿费|2025-04-21
R000768|E0048|local_transport|61.41||1||A|机构业务部外勤走访市内交通费|2025-10-01
R000769|E0079|training_fee|1412.67|||||青竹项目管理培训费|2025-12-21
R000770|E0048|travel_lodging|379.24|1|||B|客户服务事项赴杭州出差住宿费|2025-12-17
R000771|E0063|travel_lodging|1194.67|4|||A|客户服务事项赴上海出差住宿费|2025-10-02
R000772|E0066|travel_lodging|1303.37|3|||B|澄江现场验收住宿费|2025-02-12
R000773|E0075|office_supplies|343.19|||||项目底稿归档用品费|2025-01-06
R000774|E0078|local_transport|182.04||2||B|业务协同会议市内交通费|2025-06-01
R000775|E0018|local_transport|321.93||4||A|机构业务部跨部门沟通交通费|2025-01-10
R000776|E0069|travel_lodging|719.48|2|||A|上海客户沟通行程住宿费|2025-06-18
R000777|E0034|local_transport|213.62||4||B|青竹系统测试交通费|2025-01-05
R000778|E0014|local_transport|305.12||4||A|赴客户现场办理启明事项交通费|2025-06-20
R000779|E0060|travel_lodging|823.32|2|||A|青竹投后跟踪现场住宿费|2025-06-19
R000780|E0042|travel_lodging|455.56|1|||B|青竹投后跟踪现场住宿费|2025-02-17
R000781|E0044|training_fee|1674.87|||||风险识别风险识别课程费|2025-02-01
R000782|E0031|communication|123.31|||||运营管理部值班联络通讯费|2025-07-06
R000783|E0068|communication|277.03|||||运营管理部业务联系通讯费|2025-06-05
R000784|E0039|communication|107.36|||||清源需求沟通通讯费|2025-03-25
R000785|E0026|business_entertainment|1186.01|||5||研究所合作机构接待费|2025-11-04
R000786|E0027|communication|204.28|||||信息技术部日常工作通讯费|2025-06-14
R000787|E0070|office_supplies|400.7|||||部门共用办公用品费|2025-12-10
R000788|E0077|local_transport|74.05||1||B|云帆系统测试交通费|2025-03-25
R000789|E0025|business_entertainment|1204.6|||7||星河合作事项接待费|2025-12-04
R000790|E0016|training_fee|2606.13|||||合规风控部客户服务学习费用|2025-12-26
R000791|E0047|office_supplies|472.64|||||项目交付资料用品费|2025-12-08
R000792|E0077|office_supplies|415.61|||||部门月度办公耗材费|2025-03-07
R000793|E0044|travel_lodging|1212.01|2|||A|远航现场验收住宿费|2025-03-15
R000794|E0043|office_supplies|273.4|||||机构业务部办公笔记本采购费|2025-07-14
R000795|E0029|travel_lodging|687.89|2|||B|星河现场验收住宿费|2025-06-05
R000796|E0053|local_transport|110.92||1||A|上海澄江项目市内交通费|2025-02-13
R000797|E0076|travel_lodging|275.23|1|||A|上海分支机构培训支持住宿费|2025-11-27
R000798|E0056|training_fee|2496.9|||||参加客户服务专题培训费|2025-10-11
R000799|E0047|travel_lodging|703.66|2|||A|上海客户沟通行程住宿费|2025-08-28
R000800|E0038|business_entertainment|435.86|||3||上海客户拜访工作餐费|2025-12-24
R000801|E0042|training_fee|3072.51|||||参加风险识别专题培训费|2025-01-24
R000802|E0037|travel_lodging|417.45|1|||A|澄江项目在上海开展尽调期间住宿费|2025-01-14
R000803|E0043|training_fee|2357.21|||||业务规范运营规范课程费|2025-11-23
R000804|E0024|business_entertainment|1017.17|||4||运营管理部业务交流招待费|2025-12-23
R000805|E0043|training_fee|1951.97|||||客户服务运营规范培训费|2025-07-05
R000806|E0062|travel_lodging|1227.2|3|||A|监管沟通事项赴上海住宿费|2025-01-31
R000807|E0036|communication|249.86|||||客户服务电话通讯费|2025-11-25
R000808|E0066|travel_lodging|483.85|1|||B|分支机构走访赴杭州住宿费|2025-03-11
R000809|E0072|local_transport|79.36||1||B|杭州监管沟通交通费|2025-09-21
R000810|E0030|travel_lodging|674.14|1|||C|星河项目在合肥开展尽调期间住宿费|2025-09-19
R000811|E0057|travel_lodging|490.49|2|||B|清源投后跟踪现场住宿费|2025-12-03
R000812|E0048|business_entertainment|459.01|||3||机构业务部客户活动接待费|2025-10-30
R000813|E0063|office_supplies|181.8|||||员工工位文具补充费|2025-01-25
R000814|E0074|communication|124.41|||||杭州现场支持通讯费|2025-01-28
R000815|E0034|travel_lodging|535.62|2|||C|远航现场审阅底稿住宿费|2025-04-30
R000816|E0067|local_transport|136.09||3||C|分支机构沟通事项市内交通费|2025-12-03
R000817|E0024|office_supplies|338.84|||||运营管理部办公用品采购报销|2025-01-19
R000818|E0054|local_transport|350.14||3||A|上海客户服务交通费|2025-07-15
R000819|E0056|training_fee|1312.24|||||杭州项目管理外部培训费|2025-12-07
R000820|E0025|business_entertainment|1162.45|||6||投资银行部合作伙伴会谈招待费|2025-10-20
R000821|E0023|communication|130.08|||||运营联系通讯费|2025-06-27
R000822|E0075|business_entertainment|550.78|||4||北辰投后沟通招待费|2025-01-04
R000823|E0041|office_supplies|253.61|||||项目交付资料用品费|2025-04-19
R000824|E0060|travel_lodging|383.22|1|||A|运营管理部北辰现场核查住宿费|2025-06-28
R000825|E0027|local_transport|74.46||1||A|客户访谈期间市内交通包干|2025-01-21
R000826|E0015|travel_lodging|945.75|3|||A|赴上海开展系统上线支持住宿费|2025-03-24
R000827|E0048|communication|260.92|||||澄江需求沟通通讯费|2025-04-23
R000828|E0054|local_transport|208.45||3||B|启明现场支持交通费|2025-12-19
R000829|E0059|office_supplies|339.37|||||星河资料袋采购费|2025-01-13
R000830|E0077|business_entertainment|526.09|||3||澄江客户沟通业务招待费|2025-06-07
R000831|E0063|travel_lodging|834.41|3|||C|远航客户拜访行程住宿费|2025-05-16
R000832|E0015|office_supplies|209.53|||||项目底稿归档用品费|2025-08-31
R000833|E0061|training_fee|2873.69|||||业务规范合规实务课程费|2025-05-09
R000834|E0062|office_supplies|177.93|||||研究所办公用品采购报销|2025-07-11
R000835|E0031|travel_lodging|694.37|2|||C|启明现场审阅底稿住宿费|2025-08-20
R000836|E0061|travel_lodging|850.52|2|||B|杭州客户沟通行程住宿费|2025-12-24
R000837|E0027|training_fee|1369.08|||||运营规范信息安全课程费|2025-05-16
R000838|E0022|communication|138.16|||||监管沟通事项通讯费|2025-11-22
R000839|E0020|communication|187.37|||||合规风控部客户维护通讯费|2025-11-14
R000840|E0033|local_transport|157.68||2||B|清源系统测试交通费|2025-01-30
R000841|E0018|office_supplies|205.23|||||日常办公耗材报销|2025-02-12
R000842|E0027|local_transport|152.21||2||B|澄江现场支持交通费|2025-12-05
R000843|E0035|business_entertainment|1475.2|||6||客户服务改进沟通餐费|2025-03-05
R000844|E0028|business_entertainment|583.37|||4||分支机构客户交流招待费|2025-05-08
R000845|E0033|local_transport|131.07||2||A|清源资料递送交通费|2025-05-08
R000846|E0065|communication|230.24|||||北辰进度跟踪通讯费|2025-10-17
R000847|E0044|travel_lodging|767.39|1|||A|北辰现场审阅底稿住宿费|2025-11-17
R000848|E0068|local_transport|95.58||1||B|业务协同会议市内交通费|2025-09-09
R000849|E0074|business_entertainment|585.75|||4||客户服务改进沟通餐费|2025-10-21
R000850|E0025|office_supplies|121.77|||||部门月度办公耗材费|2025-08-06
R000851|E0045|business_entertainment|1503.67|||6||远航客户沟通业务招待费|2025-11-04
R000852|E0060|local_transport|208.29||4||B|北辰尽调访谈交通费|2025-07-12
R000853|E0057|local_transport|191.76||2||B|赴客户现场办理星河事项交通费|2025-11-25
R000854|E0079|training_fee|2613.89|||||数据治理线上课程学习费|2025-09-22
R000855|E0062|training_fee|2355.02|||||清源实施前培训费|2025-01-24
R000856|E0034|office_supplies|318.41|||||日常办公耗材报销|2025-07-14
R000857|E0034|communication|179.43|||||监管沟通事项通讯费|2025-12-01
R000858|E0035|office_supplies|439.03|||||项目底稿归档用品费|2025-04-12
R000859|E0059|local_transport|205.99||2||A|上海监管沟通交通费|2025-10-03
R000860|E0028|business_entertainment|867.65|||4||星河投后沟通招待费|2025-01-14
R000861|E0049|business_entertainment|432.41|||3||机构客户会议工作餐费|2025-03-15
R000862|E0045|local_transport|125.66||2||A|投资银行部跨部门沟通交通费|2025-08-12
R000863|E0056|training_fee|2397.32|||||数据治理线上课程学习费|2025-12-11
R000864|E0053|training_fee|2127.28|||||运营规范客户服务课程费|2025-09-05
R000865|E0077|training_fee|1297.77|||||新制度宣贯数据治理培训费|2025-03-22
R000866|E0024|business_entertainment|946.84|||5||北辰项目洽谈招待费|2025-12-25
R000867|E0049|local_transport|53.19||1||B|分支机构培训支持交通费|2025-10-18
R000868|E0021|office_supplies|404.84|||||文件归档装订耗材费|2025-07-15
R000869|E0079|local_transport|73.52||1||B|云帆资料递送交通费|2025-10-04
R000870|E0048|communication|228.06|||||北辰进度跟踪通讯费|2025-03-20
R000871|E0055|communication|284.8|||||北辰项目沟通通讯费|2025-04-24
R000872|E0014|travel_lodging|561.84|2|||C|青竹材料访谈期间住宿费|2025-12-04
R000873|E0071|communication|134.02|||||启明远程会议通讯费|2025-12-16
R000874|E0031|training_fee|1577.09|||||澄江专项知识培训费|2025-02-13
R000875|E0044|training_fee|2773.24|||||启明专项知识培训费|2025-12-30
R000876|E0059|training_fee|3019.45|||||参加风险识别专题培训费|2025-03-23
R000877|E0033|communication|150.02|||||投资银行部客户维护通讯费|2025-10-06
R000878|E0078|communication|168.49|||||客户回访电话费用|2025-02-14
R000879|E0040|local_transport|246.06||3||B|远航现场巡检交通费|2025-05-23
R000880|E0030|business_entertainment|879.38|||4||启明投后沟通招待费|2025-01-03
R000881|E0067|travel_lodging|1592.12|4|||A|远航专项访谈住宿费|2025-03-26
R000882|E0031|business_entertainment|307.53|||2||分支机构客户交流招待费|2025-11-28
R000883|E0014|travel_lodging|608.82|1|||A|赴上海参加澄江专项会议住宿费|2025-05-11
R000884|E0039|communication|253.23|||||云帆进度跟踪通讯费|2025-01-01
R000885|E0020|training_fee|2679.8|||||清源项目管理培训费|2025-06-16
R000886|E0038|office_supplies|126.22|||||客户材料制作用品费|2025-08-05
R000887|E0033|office_supplies|362.66|||||项目交付资料用品费|2025-10-12
R000888|E0041|training_fee|2606.07|||||机构业务部专业技能培训费|2025-12-23
R000889|E0035|travel_lodging|1238.77|4|||B|云帆专项访谈住宿费|2025-04-12
R000890|E0020|training_fee|2052.93|||||北辰实施前培训费|2025-03-14
R000891|E0019|local_transport|52.85||1||C|清源现场支持交通费|2025-10-08
R000892|E0022|travel_lodging|723.84|2|||C|青竹专项访谈住宿费|2025-12-29
R000893|E0055|travel_lodging|432.16|1|||B|杭州客户沟通行程住宿费|2025-06-01
R000894|E0015|communication|126.41|||||分支机构协调通讯费|2025-09-23
R000895|E0065|travel_lodging|694.91|3|||B|杭州客户沟通行程住宿费|2025-12-19
R000896|E0023|travel_lodging|740.86|2|||B|清源投后跟踪现场住宿费|2025-12-12
R000897|E0063|communication|236.29|||||澄江需求沟通通讯费|2025-08-14
R000898|E0029|travel_lodging|337.98|1|||B|财富管理部例行检查赴杭州住宿费|2025-08-28
R000899|E0046|office_supplies|422.09|||||项目交付资料用品费|2025-03-15
R000900|E0026|office_supplies|182.53|||||日常办公耗材报销|2025-10-21
R000901|E0026|communication|188.9|||||运营联系通讯费|2025-11-13
R000902|E0041|travel_lodging|321.31|1|||B|青竹投后跟踪现场住宿费|2025-07-05
R000903|E0031|travel_lodging|910.8|2|||B|赴杭州开展系统上线支持住宿费|2025-01-17
R000904|E0073|local_transport|317.97||3||A|上海监管沟通交通费|2025-04-27
R000905|E0062|communication|202.33|||||清源项目沟通通讯费|2025-01-09
R000906|E0070|business_entertainment|850.41|||4||云帆需求沟通招待费|2025-06-17
R000907|E0023|office_supplies|247.26|||||研究所文件夹和标签耗材费|2025-11-26
R000908|E0069|business_entertainment|1224.94|||6||合肥业务拜访工作餐费|2025-09-14
R000909|E0047|local_transport|134.28||2||A|财务管理部外勤走访市内交通费|2025-09-05
R000910|E0014|business_entertainment|589.41|||3||上海渠道沟通工作餐费|2025-07-09
R000911|E0050|local_transport|222.82||2||A|上海客户服务交通费|2025-02-20
R000912|E0074|office_supplies|447.72|||||部门共用办公用品费|2025-11-19
R000913|E0032|local_transport|380.54||4||B|分支机构培训支持交通费|2025-10-26
R000914|E0020|business_entertainment|1313.02|||5||澄江需求沟通招待费|2025-06-02
R000915|E0055|training_fee|2404.02|||||星河相关专业能力培训费|2025-12-21
R000916|E0049|training_fee|1737.26|||||新制度宣贯运营规范培训费|2025-04-14
R000917|E0074|business_entertainment|1306.01|||6||云帆需求沟通招待费|2025-12-14
R000918|E0074|local_transport|260.75||3||B|赴客户现场办理启明事项交通费|2025-05-30
